Title,Location,Price_Period,Date_Added_Updated,Bed_Bath_Toilet
2 BEDROOM BLOCK OF FLATS For Rent,"


 Ikate Elegushi Lekki Lagos ","  5,500,000/year ","Updated 20 Feb 2023, Added 30 Jan 2023",223
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Elegushi Lekki Lagos ","  3,500,000/month ","Updated 18 Feb 2023, Added 06 Sep 2022",344
3 BEDROOM TERRACE FOR RENT,"


 Lekki Conservation Lekki Expressway Lekki Lagos ","  4,000,000/year ","Updated 18 Feb 2023, Added 13 Oct 2022",344
3 BEDROOM TERRACE FOR RENT,"


 Lekki Right Lekki Expressway Lekki Lagos ","  8,000,000 ","Updated 18 Feb 2023, Added 09 May 2022",34
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  9,000,000 ","Updated 18 Feb 2023, Added 11 May 2022",455
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  7,000,000/year ","Updated 18 Feb 2023, Added 19 Oct 2022",344
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  4,500,000/year ","Updated 18 Feb 2023, Added 13 Oct 2022",344
3 BEDROOM TERRACE FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  15,000,000/year ","Updated 18 Feb 2023, Added 13 Jan 2023",344
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Phase 1 Lekki Expressway Lekki Lagos ","  2,200,000 ","Updated 18 Feb 2023, Added 06 May 2022",23
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Ikate Elegushi Lekki Lagos ","  4,000,000/year ","Updated 18 Feb 2023, Added 06 Feb 2023",233
4 BEDROOM TERRACE For Sale,"


 Ikate Elegushi Lekki Lagos ","  140,000,000 ","Updated 20 Feb 2023, Added 30 Jan 2023",445
4 BEDROOM DUPLEX FOR RENT,"


 Oral Estate Lekki Expressway Lekki Lagos ","  5,500,000/year ","Updated 18 Feb 2023, Added 13 Oct 2022",455
4 BEDROOM TERRACE FOR RENT,"


 2nd Tollgate Lekki Lekki Expressway Lekki Lagos ","  4,000,000 ","Updated 18 Feb 2023, Added 15 Feb 2023",445
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Marwa Lekki Phase 1 Lekki Lagos ","  3,500,000/year ","Updated 18 Feb 2023, Added 19 Sep 2022",233
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Ikate Elegushi Lekki Lagos ","  3,500,000/year ","Updated 18 Feb 2023, Added 13 Oct 2022",344
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Ikate Elegushi Lekki Lagos ","  3,500,000/month ","Updated 18 Feb 2023, Added 20 Jan 2023",233
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Ikate Ikate Elegushi Lekki Lagos ","  4,500,000/year ","Updated 18 Feb 2023, Added 26 Sep 2022",233
2 BEDROOM DUPLEX FOR RENT,"


 Ikota G.r.a Lekki Expressway Lekki Lagos ","  2,500,000 ","Updated 18 Feb 2023, Added 18 May 2022",23
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Chevron Chevron Drive Lekki Lagos ","  3,500,000/year ","Updated 18 Feb 2023, Added 13 Jan 2023",233
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Chevron Chevron Drive Lekki Lagos ","  3,800,000/year ","Updated 18 Feb 2023, Added 19 Sep 2022",344
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Lagos ","  30,000,000 ","Updated 18 Feb 2023, Added 16 Feb 2023",445
4 BEDROOM TERRACE FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  7,000,000/year ","Updated 18 Feb 2023, Added 26 Sep 2022",455
3 BEDROOM BLOCK OF FLATS For Rent,"


 Victoria Island Lagos ","  10,000,000/year ","Updated 20 Feb 2023, Added 31 Jan 2023",334
6 BEDROOM BUNGALOW FOR RENT,"


 Ikoyi Ikoyi Lagos ","  30,000,000/year ","Updated 16 Jan 2023, Added 09 Dec 2022",667
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Lagos ","  10,000,000/year ","Updated 16 Jan 2023, Added 14 Nov 2022",112
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Lagos ","  15,000,000 ","Updated 16 Jan 2023, Added 16 Oct 2022",334
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Agunbiade Street Ologolo Lekki Lagos ","  2,800,000/year ","Updated 16 Jan 2023, Added 22 Nov 2022",334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Banana Island Ikoyi Lagos "," $ 30,000 ","Updated 16 Jan 2023, Added 05 Nov 2022",334
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Lagos ","  10,000,000/year ","Updated 16 Jan 2023, Added 22 Oct 2022",334
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Lagos ","  15,000,000/year ","Updated 16 Jan 2023, Added 14 Nov 2022",223
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ajah Lagos ","  1,200,000/year ","Updated 15 Jan 2023, Added 13 Sep 2022",223
1 BEDROOM MINI FLAT FOR RENT,"


 Vgc Lagos Nigeria Victoria Garden City Lekki Lagos ","  1,500,000/year ","Updated 15 Jan 2023, Added 30 Dec 2022",112
3 BEDROOM DUPLEX For Sale,"


 Imperial Oak Estate, Orchid Road, Lekki Lafiaji Lekki Lagos ","  55,000,000 ","Updated 20 Feb 2023, Added 18 Jan 2023",334
4 BEDROOM DUPLEX FOR RENT,"


 Road 3, Victoria Garden City Victoria Garden City Lekki Lagos ","  4,500,000 ","Updated 15 Jan 2023, Added 19 Dec 2022",445
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Lekki Phase 1 Lekki Phase 1 Lekki Lagos ","  1,300,000 ","Updated 15 Jan 2023, Added 21 Nov 2022",111
4 BEDROOM DUPLEX FOR RENT,"


 Ikota Vila Estate By Megachiken Lekki Phase 2 Lekki Lagos ","  4,000,000 ","Updated 15 Jan 2023, Added 18 Nov 2022",445
3 BEDROOM TERRACE FOR RENT,"


 Ogombo Ogombo Ajah Lagos ","  1,600,000/year ","Updated 15 Jan 2023, Added 11 Oct 2022",334
4 BEDROOM HOUSE FOR RENT,"


 Off Abraham Adesanya Road Abraham Adesanya Ajah Lagos ","  2,500,000/year ","Updated 15 Jan 2023, Added 11 Oct 2022",454
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Off Abraham Adesanya By Ten Family Abraham Adesanya Ajah Lagos ","  1,300,000/year ","Updated 15 Jan 2023, Added 01 Oct 2022",223
5 BEDROOM DUPLEX FOR RENT,"


 Beechwood Estate Ibeju Lekki Ajah Lagos ","  2,800,000/year ","Updated 15 Jan 2023, Added 11 Oct 2022",556
4 BEDROOM DUPLEX FOR RENT,"


 Victoria Chrace Off Orchid Hotel Lekki Lagos ","  4,500,000 ","Updated 15 Jan 2023, Added 19 Nov 2022",445
4 BEDROOM DUPLEX FOR RENT,"


 Beechwood Estate Ibeju Lekki Ajah Lagos ","  3,000,000/year ","Updated 15 Jan 2023, Added 11 Oct 2022",444
2 BEDROOM BLOCK OF FLATS FOR RENT,"


 Lekki Scheme 2 Ajah Ajah Lagos ","  1,400,000/year ","Updated 15 Jan 2023, Added 11 Oct 2022",223
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ajah Lagos ","  1,400,000/year ","Updated 15 Jan 2023, Added 13 Sep 2022",334
3 BEDROOM BLOCK OF FLATS For Rent,"


 Off Admiralty Lekki Phase 1 Lagos ","  5,500,000 ","Updated 21 Feb 2023, Added 05 Feb 2023",334
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikosi G.r.a Ikosi Ketu Lagos ","  15,000 ",Added 29 Apr 2014,11
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikosi G.r.a Ikosi Ketu Lagos ","  110,000 ",Added 29 Apr 2014,11
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Omole Phase 1 Estate Ogba Ikeja Lagos ","  40,000 ",Added 29 Apr 2014,22
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shonibare Estate, Maryland Maryland Ikeja Lagos ","  57,000 ",Added 29 Apr 2014,11
1 BEDROOM FLAT & APARTMENT FOR RENT,"


 Shonibare Estate,maryland Maryland Ikeja Lagos ","  240,000 ",Added 29 Apr 2014,11
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Maryland Estate, Maryland Maryland Ikeja Lagos ","  150,000 ",Added 29 Apr 2014,33
4 BEDROOM TOWNHOUSE FOR RENT,"


 Maryland Estate, Maryland Maryland Ikeja Lagos ","  3,500,000 ",Added 29 Apr 2014,44
COMMERCIAL PROPERTY FOR RENT,"


 Allen Avenue, Ikeja Opebi Ikeja Lagos ","  13,000 ",Added 29 Apr 2014,
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikeja Ikeja Ikeja Lagos ","  5,000,000 ",Added 29 Apr 2014,44
3 BEDROOM BLOCK OF FLATS For Rent,"


 Oniru Victoria Island Lagos ","  6,500,000/year ","Updated 21 Feb 2023, Added 05 Feb 2023",334
4 BEDROOM TERRACE FOR RENT,"


 Ikeja G.r.a Ikeja Ikeja Lagos ","  6,500,000 ",Added 29 Apr 2014,44
3 BEDROOM DUPLEX FOR RENT,"


 Off Adeniyi Jones Avenue, Ikeja Ikeja Ikeja Lagos ","  3,500,000 ",Added 29 Apr 2014,33
4 BEDROOM TOWNHOUSE FOR RENT,"


 Parkview Estate, Ikoyi Banana Island Ikoyi Lagos ","  12,000,000 ",Added 29 Apr 2014,44
4 BEDROOM HOUSE FOR RENT,"


 Parkview Estate, Ikoyi Banana Island Ikoyi Lagos ","  10,000,000 ",Added 29 Apr 2014,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Parkview Estate, Ikoyi Banana Island Ikoyi Lagos ","  7,000,000 ",Added 29 Apr 2014,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 2nd Avenue, Ikoyi Ikoyi Ikoyi Lagos ","  4,500,000 ",Added 29 Apr 2014,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 2nd Avenue, Ikoyi Ikoyi Ikoyi Lagos ","  3,500,000 ",Added 29 Apr 2014,22
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Bourdillon Road, Ikoyi Ikoyi Ikoyi Lagos ","  13,300,000 ",Added 29 Apr 2014,43
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Gerrard Road, Ikoyi Ikoyi Ikoyi Lagos ","  9,600,000 ",Added 29 Apr 2014,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Off Gerrard Road, Ikoyi Ikoyi Ikoyi Lagos ","  12,800,000 ",Added 29 Apr 2014,33
2 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  5,000,000 ",Added 29 Apr 2014,22
3 BEDROOM BLOCK OF FLATS For Rent,"


 Lekki Lagos ","  15,000,000/year ","Updated 20 Feb 2023, Added 31 Jan 2023",334
3 BEDROOM HOUSE FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  7,000,000 ",Added 29 Apr 2014,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  7,000,000 ",Added 29 Apr 2014,33
4 BEDROOM TOWNHOUSE FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  8,000,000 ",Added 29 Apr 2014,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  9,000,000 ",Added 29 Apr 2014,33
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  11,000,000 ",Added 29 Apr 2014,44
4 BEDROOM TERRACE FOR RENT,"


 Ikoyi Ikoyi Ikoyi Lagos ","  8,000,000 ",Added 29 Apr 2014,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Victoria Island Victoria Island Victoria Island Lagos ","  4,000,000 ",Added 29 Apr 2014,33
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Awolowo Towers, Awolowo Road Ikoyi Ikoyi Lagos ","  7,000,000 ",Added 23 Apr 2014,32
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Adeola Odeku Street Victoria Island Victoria Island Lagos ","  6,000,000 ",Added 22 Apr 2014,33
4 BEDROOM TERRACE For Sale,"


 Lekki Phase 1 Lagos ","  170,000,000 ","Updated 21 Feb 2023, Added 17 Jan 2023",445
4 BEDROOM TERRACE FOR RENT,"


 Osborne Foreshore Estate, Ikoyi Ikoyi Ikoyi Lagos ","  6,000,000 ",Added 09 Apr 2014,44
5 BEDROOM TOWNHOUSE FOR RENT,"


 Off Ajiran Agungi Road Agungi Lekki Lagos ","  3,500,000 ",Added 08 Apr 2014,54
4 BEDROOM HOUSE FOR RENT,"


 Buena Vista Estate Lekki Expressway Lekki Lagos ","  2,800,000 ",Added 11 Mar 2014,44
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Esther Adeleke Street Lekki Phase 1 Lekki Lagos ","  2,500,000 ",Added 05 Mar 2014,33
COMMERCIAL PROPERTY FOR RENT,"


 By Orchid Hotel, 2nd Toll Gate Lekki Expressway Lekki Lagos ","  10,000,000 ",Added 29 Jan 2014,
7 BEDROOM FLAT & APARTMENT FOR RENT,"


 Babatunde Anjious Street Lekki Phase 1 Lekki Lagos ","  3,000,000 ",Added 21 Jan 2014,76
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Ijaiye Housing Estate Phase 1 Ogba Ikeja Lagos ","  1,000,000 ",Added 15 Jan 2014,43
3 BEDROOM BLOCK OF FLATS FOR RENT,"


 Continental Road Ikosi Ketu Lagos ","  1,500,000 ",Added 04 Dec 2013,34
3 BEDROOM FLAT & APARTMENT FOR RENT,"


 Maryland Maryland Ikeja Lagos ","  35,000,000 ",Added 19 Nov 2013,32
5 BEDROOM DUPLEX FOR RENT,"


 Off Muri Okunola Victoria Island Victoria Island Lagos ","  23,550,000 ",Added 25 Oct 2013,55
4 BEDROOM FLAT & APARTMENT FOR RENT,"


 Olabode George Street Victoria Island Victoria Island Lagos ","  5,500,000 ",Added 02 Sep 2013,44
